predicted_rating,movieId,title,userId
6.0001939886154316,96481,American Mullet (2001),104104
5.92811262777923,96481,American Mullet (2001),57703
5.9025591699496989,96481,American Mullet (2001),22625
5.8821015856339063,96481,American Mullet (2001),118093
5.7406211112062726,96481,American Mullet (2001),37594
5.7233118007194861,96481,American Mullet (2001),131894
5.6651646455574491,96481,American Mullet (2001),109768
5.6459666484675983,96481,American Mullet (2001),13514
5.6173975375441891,96481,American Mullet (2001),66133
5.5897508386945951,96481,American Mullet (2001),26606
5.5795721828336911,96481,American Mullet (2001),39962
5.5258472885470082,96481,American Mullet (2001),73930
5.5243197464765377,96481,American Mullet (2001),119100
5.4808308152461613,96481,American Mullet (2001),136769
5.4648872882750235,96481,American Mullet (2001),5340
5.4619240980776338,96481,American Mullet (2001),25184
5.4615137077227711,96481,American Mullet (2001),68779
5.4537310991787082,96481,American Mullet (2001),96227
5.431779137243451,96481,American Mullet (2001),84242
5.4134478966333637,96481,American Mullet (2001),31788
5.3989242244234337,96481,American Mullet (2001),20483
5.3871887270519307,96481,American Mullet (2001),127509
5.3837755347724672,96481,American Mullet (2001),54192
5.3778898121030991,96481,American Mullet (2001),15590
5.3777311824572669,96481,American Mullet (2001),25855
5.3709658632442085,96481,American Mullet (2001),122674
5.370054950720248,96481,American Mullet (2001),119345
5.3587368307696375,96481,American Mullet (2001),88087
5.3488879703737249,96481,American Mullet (2001),102844
5.3471921933422477,96481,American Mullet (2001),95066
5.33037920701863,96481,American Mullet (2001),65338
5.3249426285173778,96481,American Mullet (2001),62285
5.3248067787423894,96481,American Mullet (2001),30542
5.3205157839230344,96481,American Mullet (2001),37385
5.3125819352742507,96481,American Mullet (2001),36816
5.3055339629970621,96481,American Mullet (2001),137553
5.2805961311961083,96481,American Mullet (2001),69332
5.2802294640292287,96481,American Mullet (2001),12113
5.2792385171530487,96481,American Mullet (2001),26218
5.2743574357140917,96481,American Mullet (2001),95139
5.2719904912747158,96481,American Mullet (2001),86481
5.2653288592254919,96481,American Mullet (2001),87651
5.2598987139521105,96481,American Mullet (2001),21838
5.2573004297600656,96481,American Mullet (2001),10852
5.2531555606078353,96481,American Mullet (2001),75934
5.2288774473418576,96481,American Mullet (2001),60589
5.226315328466014,96481,American Mullet (2001),61661
5.2199747404904571,96481,American Mullet (2001),24815
5.2179685152604529,96481,American Mullet (2001),97169
5.2124848987190529,96481,American Mullet (2001),45606
5.2119687847870457,96481,American Mullet (2001),130117
5.1984577582038725,96481,American Mullet (2001),21211
5.1980723807245663,96481,American Mullet (2001),40461
5.1953871880713329,96481,American Mullet (2001),19991
5.1918319974352514,96481,American Mullet (2001),24466
5.1898345852796748,96481,American Mullet (2001),67001
5.1890784250216386,96481,American Mullet (2001),1376
5.1884004880279244,96481,American Mullet (2001),59648
5.1882150474837756,96481,American Mullet (2001),29248
5.1875995240999764,96481,American Mullet (2001),26630
5.1866743697728568,96481,American Mullet (2001),124272
5.1834235104153077,96481,American Mullet (2001),103051
5.180901296407658,96481,American Mullet (2001),13331
5.18079176476959,96481,American Mullet (2001),99259
5.180129044700859,96481,American Mullet (2001),129211
5.17953500732258,96481,American Mullet (2001),36713
5.1750316637485483,96481,American Mullet (2001),434
5.1730842297843962,96481,American Mullet (2001),28872
5.1616167557423678,96481,American Mullet (2001),108993
5.1599946747087113,96481,American Mullet (2001),32019
5.1584407457726984,96481,American Mullet (2001),76752
5.1575742620103373,96481,American Mullet (2001),120236
5.151097937917207,96481,American Mullet (2001),89797
5.1466453655537556,96481,American Mullet (2001),120881
5.1463107655690568,96481,American Mullet (2001),112712
5.1462644189504072,96481,American Mullet (2001),45840
5.1367521271353169,96481,American Mullet (2001),99550
5.1339845560470856,96481,American Mullet (2001),134396
5.1319994497292392,96481,American Mullet (2001),100037
5.1311945041933171,96481,American Mullet (2001),72610
5.1311896455187993,96481,American Mullet (2001),97286
5.1311285402214262,96481,American Mullet (2001),65715
5.1264227559967281,96481,American Mullet (2001),97496
5.1193091830211195,96481,American Mullet (2001),49754
5.1191116262765046,96481,American Mullet (2001),8293
5.115990133574118,96481,American Mullet (2001),89414
5.1131505255505756,96481,American Mullet (2001),49868
5.1111685357926575,96481,American Mullet (2001),75665
5.1106294651137247,96481,American Mullet (2001),20844
5.1099657559151783,96481,American Mullet (2001),67121
5.1066448172070222,96481,American Mullet (2001),19154
5.1016466706998083,96481,American Mullet (2001),117622
5.0998706430141585,96481,American Mullet (2001),22786
5.0951509168482527,96481,American Mullet (2001),95920
5.0879684083896812,96481,American Mullet (2001),108356
5.0829524589870356,96481,American Mullet (2001),112039
5.08151338804717,96481,American Mullet (2001),90701
5.0805426115020573,96481,American Mullet (2001),136866
5.0799396004172328,96481,American Mullet (2001),120799
5.0755834254592767,96481,American Mullet (2001),35925